synthetic_id,parent_event_id,parent_event_name,cluster_id,variant_axis,mutation,purpose,expected_route_family,source_ids_to_preserve,must_preserve_facts,must_not_claim,independence_weight,reporting_rule
syn-known-fixammv1-3-04-sparse_operator_packet,known-fixammv1-3,fixAMMv1_3,amm,sparse_operator_packet,"Reduce evidence to the shortest plausible operator packet: amendment description, status, and one risk cue.",Tests minimum viable replay packets.,PROCEED_AFTER_REVIEW,xrpl_known_amendments_page_data|xrpl_known_amendments|xrpl_amendments_process,amendment/status/risk/source_urls/cluster_id,independent_real_world_incident,0,report as clustered synthetic derivative of the parent event
syn-known-fixammv1-3-05-noise_and_marketing,known-fixammv1-3,fixAMMv1_3,amm,noise_and_marketing,"Mix real technical facts with irrelevant adoption, price, or ecosystem excitement language.",Tests robustness against hype and distraction.,PROCEED_AFTER_REVIEW,xrpl_known_amendments_page_data|xrpl_known_amendments|xrpl_amendments_process,amendment/status/risk/source_urls/cluster_id,independent_real_world_incident,0,report as clustered synthetic derivative of the parent event
syn-known-credentials-01-predisclosure_packet,known-credentials,Credentials,permissioned-access,predisclosure_packet,Withhold later disclosure/fix/outcome text while preserving release-note and feature facts.,Tests whether replay catches risk before the clean postmortem exists.,HOLD_FOR_CHALLENGE,xrpl_known_amendments_page_data|xrpl_known_amendments|xrpl_amendments_process,amendment/status/risk/source_urls/cluster_id,independent_real_world_incident,0,report as clustered synthetic derivative of the parent event
syn-known-credentials-02-conflicting_validator_context,known-credentials,Credentials,permissioned-access,conflicting_validator_context,Add mixed support signals: some validators favor activation while one credible reviewer flags a narrow concern.,Tests whether the route resists social-proof pressure.,HOLD_FOR_CHALLENGE,xrpl_known_amendments_page_data|xrpl_known_amendments|xrpl_amendments_process,amendment/status/risk/source_urls/cluster_id,independent_real_world_incident,0,report as clustered synthetic derivative of the parent event
syn-known-credentials-03-minor_bug_major_blast_radius,known-credentials,Credentials,permissioned-access,minor_bug_major_blast_radius,"Describe the issue as minor but include facts implying fund, authorization, liveness, or accounting blast radius.",Tests severity calibration.,HOLD_FOR_CHALLENGE,xrpl_known_amendments_page_data|xrpl_known_amendments|xrpl_amendments_process,amendment/status/risk/source_urls/cluster_id,independent_real_world_incident,0,report as clustered synthetic derivative of the parent event
syn-known-credentials-04-sparse_operator_packet,known-credentials,Credentials,permissioned-access,sparse_operator_packet,"Reduce evidence to the shortest plausible operator packet: amendment description, status, and one risk cue.",Tests minimum viable replay packets.,HOLD_FOR_CHALLENGE,xrpl_known_amendments_page_data|xrpl_known_amendments|xrpl_amendments_process,amendment/status/risk/source_urls/cluster_id,independent_real_world_incident,0,report as clustered synthetic derivative of the parent event
syn-known-credentials-05-noise_and_marketing,known-credentials,Credentials,permissioned-access,noise_and_marketing,"Mix real technical facts with irrelevant adoption, price, or ecosystem excitement language.",Tests robustness against hype and distraction.,HOLD_FOR_CHALLENGE,xrpl_known_amendments_page_data|xrpl_known_amendments|xrpl_amendments_process,amendment/status/risk/source_urls/cluster_id,independent_real_world_incident,0,report as clustered synthetic derivative of the parent event
syn-known-confidentialtransfer-01-predisclosure_packet,known-confidentialtransfer,ConfidentialTransfer,mpt,predisclosure_packet,Withhold later disclosure/fix/outcome text while preserving release-note and feature facts.,Tests whether replay catches risk before the clean postmortem exists.,HOLD_FOR_CHALLENGE,xrpl_known_amendments_page_data|xrpl_known_amendments|xrpl_amendments_process,amendment/status/risk/source_urls/cluster_id,independent_real_world_incident,0,report as clustered synthetic derivative of the parent event
syn-known-confidentialtransfer-02-conflicting_validator_context,known-confidentialtransfer,ConfidentialTransfer,mpt,conflicting_validator_context,Add mixed support signals: some validators favor activation while one credible reviewer flags a narrow concern.,Tests whether the route resists social-proof pressure.,HOLD_FOR_CHALLENGE,xrpl_known_amendments_page_data|xrpl_known_amendments|xrpl_amendments_process,amendment/status/risk/source_urls/cluster_id,independent_real_world_incident,0,report as clustered synthetic derivative of the parent event
syn-known-confidentialtransfer-03-minor_bug_major_blast_radius,known-confidentialtransfer,ConfidentialTransfer,mpt,minor_bug_major_blast_radius,"Describe the issue as minor but include facts implying fund, authorization, liveness, or accounting blast radius.",Tests severity calibration.,HOLD_FOR_CHALLENGE,xrpl_known_amendments_page_data|xrpl_known_amendments|xrpl_amendments_process,amendment/status/risk/source_urls/cluster_id,independent_real_world_incident,0,report as clustered synthetic derivative of the parent event
syn-known-confidentialtransfer-04-sparse_operator_packet,known-confidentialtransfer,ConfidentialTransfer,mpt,sparse_operator_packet,"Reduce evidence to the shortest plausible operator packet: amendment description, status, and one risk cue.",Tests minimum viable replay packets.,HOLD_FOR_CHALLENGE,xrpl_known_amendments_page_data|xrpl_known_amendments|xrpl_amendments_process,amendment/status/risk/source_urls/cluster_id,independent_real_world_incident,0,report as clustered synthetic derivative of the parent event
syn-known-confidentialtransfer-05-noise_and_marketing,known-confidentialtransfer,ConfidentialTransfer,mpt,noise_and_marketing,"Mix real technical facts with irrelevant adoption, price, or ecosystem excitement language.",Tests robustness against hype and distraction.,HOLD_FOR_CHALLENGE,xrpl_known_amendments_page_data|xrpl_known_amendments|xrpl_amendments_process,amendment/status/risk/source_urls/cluster_id,independent_real_world_incident,0,report as clustered synthetic derivative of the parent event
syn-known-tokenescrow-01-predisclosure_packet,known-tokenescrow,TokenEscrow,mpt,predisclosure_packet,Withhold later disclosure/fix/outcome text while preserving release-note and feature facts.,Tests whether replay catches risk before the clean postmortem exists.,HOLD_FOR_CHALLENGE,xrpl_known_amendments_page_data|xrpl_known_amendments|xrpl_amendments_process,amendment/status/risk/source_urls/cluster_id,independent_real_world_incident,0,report as clustered synthetic derivative of the parent event
syn-known-tokenescrow-02-conflicting_validator_context,known-tokenescrow,TokenEscrow,mpt,conflicting_validator_context,Add mixed support signals: some validators favor activation while one credible reviewer flags a narrow concern.,Tests whether the route resists social-proof pressure.,HOLD_FOR_CHALLENGE,xrpl_known_amendments_page_data|xrpl_known_amendments|xrpl_amendments_process,amendment/status/risk/source_urls/cluster_id,independent_real_world_incident,0,report as clustered synthetic derivative of the parent event
syn-known-tokenescrow-03-minor_bug_major_blast_radius,known-tokenescrow,TokenEscrow,mpt,minor_bug_major_blast_radius,"Describe the issue as minor but include facts implying fund, authorization, liveness, or accounting blast radius.",Tests severity calibration.,HOLD_FOR_CHALLENGE,xrpl_known_amendments_page_data|xrpl_known_amendments|xrpl_amendments_process,amendment/status/risk/source_urls/cluster_id,independent_real_world_incident,0,report as clustered synthetic derivative of the parent event
syn-known-tokenescrow-04-sparse_operator_packet,known-tokenescrow,TokenEscrow,mpt,sparse_operator_packet,"Reduce evidence to the shortest plausible operator packet: amendment description, status, and one risk cue.",Tests minimum viable replay packets.,HOLD_FOR_CHALLENGE,xrpl_known_amendments_page_data|xrpl_known_amendments|xrpl_amendments_process,amendment/status/risk/source_urls/cluster_id,independent_real_world_incident,0,report as clustered synthetic derivative of the parent event
syn-known-tokenescrow-05-noise_and_marketing,known-tokenescrow,TokenEscrow,mpt,noise_and_marketing,"Mix real technical facts with irrelevant adoption, price, or ecosystem excitement language.",Tests robustness against hype and distraction.,HOLD_FOR_CHALLENGE,xrpl_known_amendments_page_data|xrpl_known_amendments|xrpl_amendments_process,amendment/status/risk/source_urls/cluster_id,independent_real_world_incident,0,report as clustered synthetic derivative of the parent event
syn-known-singleassetvault-01-predisclosure_packet,known-singleassetvault,SingleAssetVault,vault-lending,predisclosure_packet,Withhold later disclosure/fix/outcome text while preserving release-note and feature facts.,Tests whether replay catches risk before the clean postmortem exists.,HOLD_FOR_CHALLENGE,xrpl_known_amendments_page_data|xrpl_known_amendments|xrpl_amendments_process,amendment/status/risk/source_urls/cluster_id,independent_real_world_incident,0,report as clustered synthetic derivative of the parent event
syn-known-singleassetvault-02-conflicting_validator_context,known-singleassetvault,SingleAssetVault,vault-lending,conflicting_validator_context,Add mixed support signals: some validators favor activation while one credible reviewer flags a narrow concern.,Tests whether the route resists social-proof pressure.,HOLD_FOR_CHALLENGE,xrpl_known_amendments_page_data|xrpl_known_amendments|xrpl_amendments_process,amendment/status/risk/source_urls/cluster_id,independent_real_world_incident,0,report as clustered synthetic derivative of the parent event
syn-known-singleassetvault-03-minor_bug_major_blast_radius,known-singleassetvault,SingleAssetVault,vault-lending,minor_bug_major_blast_radius,"Describe the issue as minor but include facts implying fund, authorization, liveness, or accounting blast radius.",Tests severity calibration.,HOLD_FOR_CHALLENGE,xrpl_known_amendments_page_data|xrpl_known_amendments|xrpl_amendments_process,amendment/status/risk/source_urls/cluster_id,independent_real_world_incident,0,report as clustered synthetic derivative of the parent event
syn-known-singleassetvault-04-sparse_operator_packet,known-singleassetvault,SingleAssetVault,vault-lending,sparse_operator_packet,"Reduce evidence to the shortest plausible operator packet: amendment description, status, and one risk cue.",Tests minimum viable replay packets.,HOLD_FOR_CHALLENGE,xrpl_known_amendments_page_data|xrpl_known_amendments|xrpl_amendments_process,amendment/status/risk/source_urls/cluster_id,independent_real_world_incident,0,report as clustered synthetic derivative of the parent event
syn-known-singleassetvault-05-noise_and_marketing,known-singleassetvault,SingleAssetVault,vault-lending,noise_and_marketing,"Mix real technical facts with irrelevant adoption, price, or ecosystem excitement language.",Tests robustness against hype and distraction.,HOLD_FOR_CHALLENGE,xrpl_known_amendments_page_data|xrpl_known_amendments|xrpl_amendments_process,amendment/status/risk/source_urls/cluster_id,independent_real_world_incident,0,report as clustered synthetic derivative of the parent event
syn-known-permissioneddomains-01-predisclosure_packet,known-permissioneddomains,PermissionedDomains,permissioned-access,predisclosure_packet,Withhold later disclosure/fix/outcome text while preserving release-note and feature facts.,Tests whether replay catches risk before the clean postmortem exists.,HOLD_FOR_CHALLENGE,xrpl_known_amendments_page_data|xrpl_known_amendments|xrpl_amendments_process,amendment/status/risk/source_urls/cluster_id,independent_real_world_incident,0,report as clustered synthetic derivative of the parent event
syn-known-permissioneddomains-02-conflicting_validator_context,known-permissioneddomains,PermissionedDomains,permissioned-access,conflicting_validator_context,Add mixed support signals: some validators favor activation while one credible reviewer flags a narrow concern.,Tests whether the route resists social-proof pressure.,HOLD_FOR_CHALLENGE,xrpl_known_amendments_page_data|xrpl_known_amendments|xrpl_amendments_process,amendment/status/risk/source_urls/cluster_id,independent_real_world_incident,0,report as clustered synthetic derivative of the parent event
